ID,Name,Age,averagePoints,averagePoints,Price,position,gamesPlayed,Drafted,Ignored,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Tom Doedee,28,47,47,360000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Tom Green,25,97.5,97.5,1023000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Tom Gross,19,34.9,34.9,344000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Tom Hanily,20,33.1,33.1,327000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Tom Liberatore,33,99.5,99.5,1044000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Tom Lynch,33,52.5,52.5,551000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Tom McCarthy,25,83.5,83.5,876000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Tom McCartin,26,55.6,55.6,583000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Tom McDonald,33,59.5,59.5,624000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Tom Papley,29,62,62,650000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Tom Powell,23,86.9,86.9,912000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Tom Sparrow,25,61.1,61.1,641000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Tom Stewart,32,80.3,80.3,844000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Touk Miller,30,92,92,955000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Trent Rivers,24,82.3,82.3,865000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tristan Xerri,26,105,105,1101000,Ruck,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Ty Gallop,20,33,33,263000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Tyan Prindable,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Tylah Williams,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Tylar Young,27,58.4,58.4,558000,Def,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Tyler Brockman,23,49.3,49.3,517000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Tyler Sonsie,23,57.6,57.6,604000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Tyler Welsh,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Tyrell Dewar,21,48,48,504000,Def,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Tyson Stengle,27,61.7,61.7,647000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Vigo Visentini,20,49.5,49.5,395000,Ruck,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Wayne Milera,28,72,72,756000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Wil Dawson,20,42.6,42.6,380000,Def,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Wil Parker,23,31.7,31.7,302000,Def,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Wil Powell,26,65.5,65.5,701000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Will Ashcroft,21,95.3,95.3,1002000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Will Brodie,27,0,0,457000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Will Darcy,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Will Day,24,86.8,86.8,802000,Mid,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Will Graham,20,55.3,55.3,578000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Will Hayward,27,55.8,55.8,585000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Will Lorenz,21,47.3,47.3,437000,Mid,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Will McLachlan,20,23.3,23.3,230000,Fwd,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Will Setterfield,28,95.9,95.9,1006000,Mid,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Willem Drew,27,75.1,75.1,788000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Willem Duursma,18,0,0,350000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,William Edwards,22,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
267,William Green,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,William Hayes,19,45,45,359000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,William McCabe,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Xavier Duursma,25,79.3,79.3,826000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Xavier Lindsay,19,52.4,52.4,550000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Xavier O'Halloran,25,57.5,57.5,603000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Xavier Taylor,19,0,0,310000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Xavier Walsh,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Zac Bailey,26,83.5,83.5,876000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Zac Banch,23,31.5,31.5,271000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Zac Fisher,27,42.3,42.3,787000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Zac McCarthy,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Zac Taylor,23,40.9,40.9,429000,Fwd,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Zac Walker,19,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Zac Williams,31,61.3,61.3,643000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Zach Guthrie,27,76.7,76.7,805000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Zach Merrett,30,103.4,103.4,1078000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Zach Reid,23,75.4,75.4,791000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Zak Butters,25,99.9,99.9,1047000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Zak Evans,25,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Zak Johnson,19,50.4,50.4,513000,Def,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Zane Duursma,20,31,31,325000,Fwd,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Zane Peucker,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Zane Zakostelsky,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Zeke Uwland,18,0,0,346000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
